caseKey,caseName,caseDescription,scenarioKey,scenario,metric,estimate,lower95,upper95,n,method
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,supermajority-invalidation,Supermajority required to invalidate laws,totalInstitutionalCost,0.464,0.452,0.476,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,strict-recusal-court,Strict recusal with substitute justices,directionalScore,0.651,0.639,0.662,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,strict-recusal-court,Strict recusal with substitute justices,legalStability,0.879,0.871,0.887,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,strict-recusal-court,Strict recusal with substitute justices,rightsProtection,0.733,0.722,0.743,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,strict-recusal-court,Strict recusal with substitute justices,partisanAlignment,0.158,0.149,0.167,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,strict-recusal-court,Strict recusal with substitute justices,shadowDocketAbuse,0.063,0.057,0.069,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,strict-recusal-court,Strict recusal with substitute justices,legitimacy,0.632,0.620,0.644,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,strict-recusal-court,Strict recusal with substitute justices,reversalRate,0.371,0.360,0.383,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,strict-recusal-court,Strict recusal with substitute justices,reviewRate,1.000,0.995,1.000,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,strict-recusal-court,Strict recusal with substitute justices,intakeAcceptanceRate,0.021,0.020,0.022,305432,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,strict-recusal-court,Strict recusal with substitute justices,emergencyReliefRate,0.432,0.403,0.461,1123,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,strict-recusal-court,Strict recusal with substitute justices,emergencyReasonGivingRate,0.713,0.687,0.740,1123,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,strict-recusal-court,Strict recusal with substitute justices,emergencyVoteDisclosureRate,0.661,0.633,0.688,1123,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,strict-recusal-court,Strict recusal with substitute justices,emergencyPublicDisagreementRate,0.295,0.268,0.321,1123,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,strict-recusal-court,Strict recusal with substitute justices,governmentEmergencyWinRate,0.410,0.381,0.439,1123,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,strict-recusal-court,Strict recusal with substitute justices,meritsFollowUpRate,0.280,0.254,0.307,1123,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,strict-recusal-court,Strict recusal with substitute justices,meritsInvalidationRate,0.425,0.412,0.438,5592,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,strict-recusal-court,Strict recusal with substitute justices,constitutionalConflict,0.265,0.254,0.275,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,strict-recusal-court,Strict recusal with substitute justices,democraticResponsiveness,0.451,0.438,0.463,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,strict-recusal-court,Strict recusal with substitute justices,complianceRate,0.358,0.347,0.370,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,strict-recusal-court,Strict recusal with substitute justices,publicTrust,0.006,0.001,0.011,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,strict-recusal-court,Strict recusal with substitute justices,administrativeLoad,0.491,0.479,0.504,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,strict-recusal-court,Strict recusal with substitute justices,directCourtCost,0.364,0.352,0.376,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,strict-recusal-court,Strict recusal with substitute justices,upstreamScreeningCost,0.710,0.699,0.721,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,strict-recusal-court,Strict recusal with substitute justices,capacityStrainCost,0.428,0.416,0.440,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,strict-recusal-court,Strict recusal with substitute justices,institutionalBudgetCost,0.442,0.429,0.454,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,strict-recusal-court,Strict recusal with substitute justices,institutionalDelayCost,0.449,0.437,0.461,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,strict-recusal-court,Strict recusal with substitute justices,implementationComplexity,0.493,0.481,0.505,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,strict-recusal-court,Strict recusal with substitute justices,totalInstitutionalCost,0.483,0.471,0.495,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,directionalScore,0.656,0.644,0.668,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,legalStability,0.881,0.873,0.889,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,rightsProtection,0.733,0.722,0.743,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,partisanAlignment,0.175,0.166,0.185,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,shadowDocketAbuse,0.004,0.000,0.008,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,legitimacy,0.645,0.634,0.657,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,reversalRate,0.474,0.462,0.486,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,reviewRate,1.000,0.995,1.000,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,intakeAcceptanceRate,0.021,0.020,0.022,307777,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,emergencyReliefRate,0.497,0.462,0.533,760,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,emergencyReasonGivingRate,0.875,0.851,0.899,760,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,emergencyVoteDisclosureRate,0.684,0.651,0.717,760,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,emergencyPublicDisagreementRate,0.151,0.126,0.177,760,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,governmentEmergencyWinRate,0.473,0.437,0.508,760,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,meritsFollowUpRate,1.000,0.986,1.000,760,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,meritsInvalidationRate,0.474,0.462,0.486,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,constitutionalConflict,0.259,0.248,0.269,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,democraticResponsiveness,0.449,0.437,0.462,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,complianceRate,0.362,0.350,0.373,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,publicTrust,0.005,0.001,0.010,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,administrativeLoad,0.477,0.465,0.489,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,directCourtCost,0.311,0.299,0.322,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,upstreamScreeningCost,0.711,0.699,0.722,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,capacityStrainCost,0.416,0.404,0.428,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,institutionalBudgetCost,0.388,0.376,0.400,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,institutionalDelayCost,0.450,0.437,0.462,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,implementationComplexity,0.490,0.478,0.503,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,totalInstitutionalCost,0.467,0.455,0.480,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,panel-en-banc-review,Panel review with en banc safety valve,directionalScore,0.632,0.621,0.644,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,panel-en-banc-review,Panel review with en banc safety valve,legalStability,0.872,0.864,0.880,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,panel-en-banc-review,Panel review with en banc safety valve,rightsProtection,0.731,0.721,0.742,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,panel-en-banc-review,Panel review with en banc safety valve,partisanAlignment,0.157,0.148,0.165,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,panel-en-banc-review,Panel review with en banc safety valve,shadowDocketAbuse,0.066,0.060,0.072,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,panel-en-banc-review,Panel review with en banc safety valve,legitimacy,0.624,0.612,0.636,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,panel-en-banc-review,Panel review with en banc safety valve,reversalRate,0.389,0.377,0.401,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,panel-en-banc-review,Panel review with en banc safety valve,reviewRate,1.000,0.995,1.000,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,panel-en-banc-review,Panel review with en banc safety valve,intakeAcceptanceRate,0.021,0.020,0.022,305014,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,panel-en-banc-review,Panel review with en banc safety valve,emergencyReliefRate,0.451,0.422,0.479,1178,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,panel-en-banc-review,Panel review with en banc safety valve,emergencyReasonGivingRate,0.677,0.650,0.703,1178,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,panel-en-banc-review,Panel review with en banc safety valve,emergencyVoteDisclosureRate,0.654,0.627,0.682,1178,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,panel-en-banc-review,Panel review with en banc safety valve,emergencyPublicDisagreementRate,0.278,0.252,0.303,1178,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,panel-en-banc-review,Panel review with en banc safety valve,governmentEmergencyWinRate,0.415,0.387,0.443,1178,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,panel-en-banc-review,Panel review with en banc safety valve,meritsFollowUpRate,0.290,0.264,0.316,1178,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,panel-en-banc-review,Panel review with en banc safety valve,meritsInvalidationRate,0.448,0.435,0.461,5564,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,panel-en-banc-review,Panel review with en banc safety valve,constitutionalConflict,0.268,0.258,0.279,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,panel-en-banc-review,Panel review with en banc safety valve,democraticResponsiveness,0.448,0.436,0.461,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,panel-en-banc-review,Panel review with en banc safety valve,complianceRate,0.344,0.332,0.355,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,panel-en-banc-review,Panel review with en banc safety valve,publicTrust,0.005,0.000,0.010,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,panel-en-banc-review,Panel review with en banc safety valve,administrativeLoad,0.702,0.691,0.713,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,panel-en-banc-review,Panel review with en banc safety valve,directCourtCost,0.438,0.426,0.450,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,panel-en-banc-review,Panel review with en banc safety valve,upstreamScreeningCost,0.710,0.699,0.721,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,panel-en-banc-review,Panel review with en banc safety valve,capacityStrainCost,0.466,0.454,0.478,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,panel-en-banc-review,Panel review with en banc safety valve,institutionalBudgetCost,0.511,0.499,0.524,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,panel-en-banc-review,Panel review with en banc safety valve,institutionalDelayCost,0.526,0.513,0.538,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,panel-en-banc-review,Panel review with en banc safety valve,implementationComplexity,0.487,0.475,0.500,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,panel-en-banc-review,Panel review with en banc safety valve,totalInstitutionalCost,0.522,0.510,0.534,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,directionalScore,0.658,0.646,0.670,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,legalStability,0.907,0.900,0.914,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,rightsProtection,0.742,0.731,0.752,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,partisanAlignment,0.143,0.135,0.152,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,shadowDocketAbuse,0.004,0.000,0.009,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,legitimacy,0.655,0.643,0.666,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,reversalRate,0.354,0.343,0.366,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,reviewRate,1.000,0.995,1.000,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,intakeAcceptanceRate,0.021,0.020,0.021,309144,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,emergencyReliefRate,0.374,0.333,0.415,543,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,emergencyReasonGivingRate,0.851,0.821,0.881,543,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,emergencyVoteDisclosureRate,0.724,0.686,0.761,543,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,emergencyPublicDisagreementRate,0.144,0.114,0.173,543,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,governmentEmergencyWinRate,0.357,0.317,0.397,543,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,meritsFollowUpRate,1.000,0.983,1.000,543,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,meritsInvalidationRate,0.354,0.343,0.366,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,constitutionalConflict,0.263,0.252,0.274,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,democraticResponsiveness,0.458,0.446,0.471,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,complianceRate,0.363,0.351,0.375,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,publicTrust,0.007,0.002,0.011,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,administrativeLoad,0.873,0.865,0.881,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,directCourtCost,0.519,0.507,0.531,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,upstreamScreeningCost,0.711,0.700,0.722,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,capacityStrainCost,0.571,0.559,0.583,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,institutionalBudgetCost,0.589,0.577,0.601,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,institutionalDelayCost,0.576,0.564,0.588,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,implementationComplexity,0.627,0.615,0.638,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,totalInstitutionalCost,0.596,0.584,0.608,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,constitutional-council,Pre-enactment constitutional council,directionalScore,0.658,0.646,0.670,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,constitutional-council,Pre-enactment constitutional council,legalStability,0.944,0.938,0.950,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,constitutional-council,Pre-enactment constitutional council,rightsProtection,0.736,0.725,0.747,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,constitutional-council,Pre-enactment constitutional council,partisanAlignment,0.136,0.128,0.144,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,constitutional-council,Pre-enactment constitutional council,shadowDocketAbuse,0.060,0.054,0.065,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,constitutional-council,Pre-enactment constitutional council,legitimacy,0.656,0.644,0.668,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,constitutional-council,Pre-enactment constitutional council,reversalRate,0.285,0.274,0.296,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,constitutional-council,Pre-enactment constitutional council,reviewRate,1.000,0.995,1.000,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,constitutional-council,Pre-enactment constitutional council,intakeAcceptanceRate,0.021,0.020,0.022,305470,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,constitutional-council,Pre-enactment constitutional council,emergencyReliefRate,0.423,0.394,0.452,1123,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,constitutional-council,Pre-enactment constitutional council,emergencyReasonGivingRate,0.746,0.721,0.772,1123,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,constitutional-council,Pre-enactment constitutional council,emergencyVoteDisclosureRate,0.712,0.686,0.739,1123,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,constitutional-council,Pre-enactment constitutional council,emergencyPublicDisagreementRate,0.247,0.221,0.272,1123,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,constitutional-council,Pre-enactment constitutional council,governmentEmergencyWinRate,0.393,0.364,0.421,1123,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,constitutional-council,Pre-enactment constitutional council,meritsFollowUpRate,0.313,0.285,0.340,1123,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,constitutional-council,Pre-enactment constitutional council,meritsInvalidationRate,0.324,0.312,0.337,5628,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,constitutional-council,Pre-enactment constitutional council,constitutionalConflict,0.253,0.243,0.264,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,constitutional-council,Pre-enactment constitutional council,democraticResponsiveness,0.456,0.443,0.468,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,constitutional-council,Pre-enactment constitutional council,complianceRate,0.354,0.342,0.366,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,constitutional-council,Pre-enactment constitutional council,publicTrust,0.006,0.002,0.011,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,constitutional-council,Pre-enactment constitutional council,administrativeLoad,0.745,0.734,0.755,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,constitutional-council,Pre-enactment constitutional council,directCourtCost,0.444,0.431,0.456,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,constitutional-council,Pre-enactment constitutional council,upstreamScreeningCost,0.710,0.699,0.721,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,constitutional-council,Pre-enactment constitutional council,capacityStrainCost,0.489,0.476,0.501,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,constitutional-council,Pre-enactment constitutional council,institutionalBudgetCost,0.516,0.503,0.528,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,constitutional-council,Pre-enactment constitutional council,institutionalDelayCost,0.517,0.505,0.529,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,constitutional-council,Pre-enactment constitutional council,implementationComplexity,0.569,0.557,0.581,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,constitutional-council,Pre-enactment constitutional council,totalInstitutionalCost,0.541,0.528,0.553,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,legislative-override-court,Judicial review with delayed legislative override,directionalScore,0.630,0.618,0.642,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,legislative-override-court,Judicial review with delayed legislative override,legalStability,0.863,0.854,0.871,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,legislative-override-court,Judicial review with delayed legislative override,rightsProtection,0.726,0.715,0.737,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,legislative-override-court,Judicial review with delayed legislative override,partisanAlignment,0.169,0.160,0.178,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,legislative-override-court,Judicial review with delayed legislative override,shadowDocketAbuse,0.072,0.066,0.079,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,legislative-override-court,Judicial review with delayed legislative override,legitimacy,0.603,0.591,0.615,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,legislative-override-court,Judicial review with delayed legislative override,reversalRate,0.391,0.379,0.403,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,legislative-override-court,Judicial review with delayed legislative override,reviewRate,1.000,0.995,1.000,6400,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,legislative-override-court,Judicial review with delayed legislative override,intakeAcceptanceRate,0.021,0.020,0.022,304824,conservative-bounded-normal-95
low-public-trust,Low public trust,Low initial trust and higher institutional conflict.,legislative-override-court,Judicial review with delayed legislative override,emergencyReliefRate,0.510,0.482,0.538,1224,conservative-bounded-normal-95
