caseKey,caseName,caseDescription,scenarioKey,scenario,metric,estimate,lower95,upper95,n,method
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,fifteen-justice-commission,Fifteen-justice supermajority commission court,directionalScore,0.611,0.599,0.623,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,fifteen-justice-commission,Fifteen-justice supermajority commission court,legalStability,0.805,0.795,0.815,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,fifteen-justice-commission,Fifteen-justice supermajority commission court,rightsProtection,0.750,0.739,0.760,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,fifteen-justice-commission,Fifteen-justice supermajority commission court,partisanAlignment,0.166,0.157,0.175,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,fifteen-justice-commission,Fifteen-justice supermajority commission court,shadowDocketAbuse,0.072,0.065,0.078,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,fifteen-justice-commission,Fifteen-justice supermajority commission court,legitimacy,0.698,0.687,0.709,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,fifteen-justice-commission,Fifteen-justice supermajority commission court,reversalRate,0.676,0.664,0.687,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,fifteen-justice-commission,Fifteen-justice supermajority commission court,reviewRate,1.000,0.995,1.000,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,fifteen-justice-commission,Fifteen-justice supermajority commission court,intakeAcceptanceRate,0.021,0.021,0.022,299626,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,fifteen-justice-commission,Fifteen-justice supermajority commission court,emergencyReliefRate,0.820,0.799,0.842,1240,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,fifteen-justice-commission,Fifteen-justice supermajority commission court,emergencyReasonGivingRate,0.703,0.678,0.729,1240,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,fifteen-justice-commission,Fifteen-justice supermajority commission court,emergencyVoteDisclosureRate,0.635,0.609,0.662,1240,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,fifteen-justice-commission,Fifteen-justice supermajority commission court,emergencyPublicDisagreementRate,0.274,0.249,0.299,1240,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,fifteen-justice-commission,Fifteen-justice supermajority commission court,governmentEmergencyWinRate,0.797,0.775,0.820,1240,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,fifteen-justice-commission,Fifteen-justice supermajority commission court,meritsFollowUpRate,0.520,0.492,0.548,1240,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,fifteen-justice-commission,Fifteen-justice supermajority commission court,meritsInvalidationRate,0.745,0.734,0.756,5805,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,fifteen-justice-commission,Fifteen-justice supermajority commission court,constitutionalConflict,0.295,0.284,0.307,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,fifteen-justice-commission,Fifteen-justice supermajority commission court,democraticResponsiveness,0.481,0.469,0.493,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,fifteen-justice-commission,Fifteen-justice supermajority commission court,complianceRate,0.383,0.371,0.394,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,fifteen-justice-commission,Fifteen-justice supermajority commission court,publicTrust,0.029,0.024,0.034,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,fifteen-justice-commission,Fifteen-justice supermajority commission court,administrativeLoad,0.481,0.468,0.493,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,fifteen-justice-commission,Fifteen-justice supermajority commission court,directCourtCost,0.364,0.352,0.376,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,fifteen-justice-commission,Fifteen-justice supermajority commission court,upstreamScreeningCost,0.696,0.685,0.707,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,fifteen-justice-commission,Fifteen-justice supermajority commission court,capacityStrainCost,0.426,0.414,0.438,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,fifteen-justice-commission,Fifteen-justice supermajority commission court,institutionalBudgetCost,0.439,0.427,0.451,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,fifteen-justice-commission,Fifteen-justice supermajority commission court,institutionalDelayCost,0.444,0.432,0.456,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,fifteen-justice-commission,Fifteen-justice supermajority commission court,implementationComplexity,0.455,0.442,0.467,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,fifteen-justice-commission,Fifteen-justice supermajority commission court,totalInstitutionalCost,0.473,0.460,0.485,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,supermajority-invalidation,Supermajority required to invalidate laws,directionalScore,0.602,0.590,0.614,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,supermajority-invalidation,Supermajority required to invalidate laws,legalStability,0.817,0.807,0.826,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,supermajority-invalidation,Supermajority required to invalidate laws,rightsProtection,0.747,0.736,0.758,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,supermajority-invalidation,Supermajority required to invalidate laws,partisanAlignment,0.180,0.171,0.189,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,supermajority-invalidation,Supermajority required to invalidate laws,shadowDocketAbuse,0.074,0.067,0.080,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,supermajority-invalidation,Supermajority required to invalidate laws,legitimacy,0.676,0.665,0.687,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,supermajority-invalidation,Supermajority required to invalidate laws,reversalRate,0.661,0.649,0.672,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,supermajority-invalidation,Supermajority required to invalidate laws,reviewRate,1.000,0.995,1.000,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,supermajority-invalidation,Supermajority required to invalidate laws,intakeAcceptanceRate,0.021,0.021,0.022,299616,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,supermajority-invalidation,Supermajority required to invalidate laws,emergencyReliefRate,0.836,0.815,0.856,1228,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,supermajority-invalidation,Supermajority required to invalidate laws,emergencyReasonGivingRate,0.665,0.639,0.692,1228,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,supermajority-invalidation,Supermajority required to invalidate laws,emergencyVoteDisclosureRate,0.574,0.546,0.602,1228,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,supermajority-invalidation,Supermajority required to invalidate laws,emergencyPublicDisagreementRate,0.292,0.267,0.318,1228,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,supermajority-invalidation,Supermajority required to invalidate laws,governmentEmergencyWinRate,0.816,0.795,0.838,1228,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,supermajority-invalidation,Supermajority required to invalidate laws,meritsFollowUpRate,0.508,0.480,0.536,1228,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,supermajority-invalidation,Supermajority required to invalidate laws,meritsInvalidationRate,0.729,0.718,0.741,5796,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,supermajority-invalidation,Supermajority required to invalidate laws,constitutionalConflict,0.295,0.284,0.306,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,supermajority-invalidation,Supermajority required to invalidate laws,democraticResponsiveness,0.478,0.466,0.491,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,supermajority-invalidation,Supermajority required to invalidate laws,complianceRate,0.382,0.370,0.394,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,supermajority-invalidation,Supermajority required to invalidate laws,publicTrust,0.027,0.022,0.031,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,supermajority-invalidation,Supermajority required to invalidate laws,administrativeLoad,0.460,0.447,0.472,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,supermajority-invalidation,Supermajority required to invalidate laws,directCourtCost,0.305,0.293,0.316,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,supermajority-invalidation,Supermajority required to invalidate laws,upstreamScreeningCost,0.696,0.685,0.708,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,supermajority-invalidation,Supermajority required to invalidate laws,capacityStrainCost,0.404,0.392,0.416,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,supermajority-invalidation,Supermajority required to invalidate laws,institutionalBudgetCost,0.379,0.368,0.391,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,supermajority-invalidation,Supermajority required to invalidate laws,institutionalDelayCost,0.441,0.429,0.454,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,supermajority-invalidation,Supermajority required to invalidate laws,implementationComplexity,0.491,0.478,0.503,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,supermajority-invalidation,Supermajority required to invalidate laws,totalInstitutionalCost,0.459,0.447,0.471,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,strict-recusal-court,Strict recusal with substitute justices,directionalScore,0.619,0.607,0.631,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,strict-recusal-court,Strict recusal with substitute justices,legalStability,0.805,0.795,0.815,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,strict-recusal-court,Strict recusal with substitute justices,rightsProtection,0.749,0.738,0.759,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,strict-recusal-court,Strict recusal with substitute justices,partisanAlignment,0.166,0.157,0.175,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,strict-recusal-court,Strict recusal with substitute justices,shadowDocketAbuse,0.071,0.065,0.077,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,strict-recusal-court,Strict recusal with substitute justices,legitimacy,0.716,0.705,0.727,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,strict-recusal-court,Strict recusal with substitute justices,reversalRate,0.665,0.653,0.677,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,strict-recusal-court,Strict recusal with substitute justices,reviewRate,1.000,0.995,1.000,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,strict-recusal-court,Strict recusal with substitute justices,intakeAcceptanceRate,0.021,0.021,0.022,299630,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,strict-recusal-court,Strict recusal with substitute justices,emergencyReliefRate,0.805,0.783,0.827,1235,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,strict-recusal-court,Strict recusal with substitute justices,emergencyReasonGivingRate,0.755,0.731,0.779,1235,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,strict-recusal-court,Strict recusal with substitute justices,emergencyVoteDisclosureRate,0.687,0.661,0.713,1235,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,strict-recusal-court,Strict recusal with substitute justices,emergencyPublicDisagreementRate,0.258,0.234,0.283,1235,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,strict-recusal-court,Strict recusal with substitute justices,governmentEmergencyWinRate,0.781,0.758,0.804,1235,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,strict-recusal-court,Strict recusal with substitute justices,meritsFollowUpRate,0.498,0.470,0.526,1235,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,strict-recusal-court,Strict recusal with substitute justices,meritsInvalidationRate,0.736,0.725,0.748,5780,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,strict-recusal-court,Strict recusal with substitute justices,constitutionalConflict,0.294,0.283,0.305,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,strict-recusal-court,Strict recusal with substitute justices,democraticResponsiveness,0.482,0.470,0.494,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,strict-recusal-court,Strict recusal with substitute justices,complianceRate,0.396,0.384,0.408,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,strict-recusal-court,Strict recusal with substitute justices,publicTrust,0.031,0.026,0.035,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,strict-recusal-court,Strict recusal with substitute justices,administrativeLoad,0.481,0.469,0.493,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,strict-recusal-court,Strict recusal with substitute justices,directCourtCost,0.363,0.351,0.375,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,strict-recusal-court,Strict recusal with substitute justices,upstreamScreeningCost,0.696,0.685,0.707,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,strict-recusal-court,Strict recusal with substitute justices,capacityStrainCost,0.426,0.414,0.438,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,strict-recusal-court,Strict recusal with substitute justices,institutionalBudgetCost,0.438,0.426,0.450,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,strict-recusal-court,Strict recusal with substitute justices,institutionalDelayCost,0.444,0.432,0.456,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,strict-recusal-court,Strict recusal with substitute justices,implementationComplexity,0.489,0.476,0.501,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,strict-recusal-court,Strict recusal with substitute justices,totalInstitutionalCost,0.478,0.466,0.490,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,directionalScore,0.630,0.618,0.641,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,legalStability,0.811,0.801,0.821,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,rightsProtection,0.763,0.752,0.773,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,partisanAlignment,0.178,0.169,0.188,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,shadowDocketAbuse,0.008,0.003,0.013,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,legitimacy,0.735,0.724,0.746,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,reversalRate,0.779,0.769,0.789,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,reviewRate,1.000,0.995,1.000,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,intakeAcceptanceRate,0.021,0.020,0.022,302380,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,emergencyReliefRate,0.846,0.821,0.871,793,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,emergencyReasonGivingRate,0.866,0.843,0.890,793,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,emergencyVoteDisclosureRate,0.741,0.711,0.772,793,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,emergencyPublicDisagreementRate,0.120,0.097,0.142,793,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,governmentEmergencyWinRate,0.825,0.799,0.851,793,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,meritsFollowUpRate,1.000,0.986,1.000,793,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,meritsInvalidationRate,0.779,0.769,0.789,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,constitutionalConflict,0.285,0.274,0.296,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,democraticResponsiveness,0.488,0.475,0.500,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,complianceRate,0.406,0.394,0.418,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,publicTrust,0.030,0.025,0.035,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,administrativeLoad,0.466,0.453,0.478,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,directCourtCost,0.310,0.299,0.321,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,upstreamScreeningCost,0.697,0.686,0.708,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,capacityStrainCost,0.414,0.402,0.426,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,institutionalBudgetCost,0.385,0.373,0.397,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,institutionalDelayCost,0.444,0.432,0.457,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,implementationComplexity,0.486,0.473,0.498,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,reasoned-emergency-review,Reasoned emergency orders with merits follow-up,totalInstitutionalCost,0.462,0.450,0.474,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,panel-en-banc-review,Panel review with en banc safety valve,directionalScore,0.603,0.591,0.615,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,panel-en-banc-review,Panel review with en banc safety valve,legalStability,0.799,0.789,0.809,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,panel-en-banc-review,Panel review with en banc safety valve,rightsProtection,0.751,0.740,0.762,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,panel-en-banc-review,Panel review with en banc safety valve,partisanAlignment,0.165,0.156,0.174,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,panel-en-banc-review,Panel review with en banc safety valve,shadowDocketAbuse,0.070,0.064,0.077,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,panel-en-banc-review,Panel review with en banc safety valve,legitimacy,0.710,0.699,0.721,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,panel-en-banc-review,Panel review with en banc safety valve,reversalRate,0.686,0.675,0.698,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,panel-en-banc-review,Panel review with en banc safety valve,reviewRate,1.000,0.995,1.000,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,panel-en-banc-review,Panel review with en banc safety valve,intakeAcceptanceRate,0.021,0.021,0.022,299664,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,panel-en-banc-review,Panel review with en banc safety valve,emergencyReliefRate,0.828,0.807,0.849,1228,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,panel-en-banc-review,Panel review with en banc safety valve,emergencyReasonGivingRate,0.735,0.711,0.760,1228,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,panel-en-banc-review,Panel review with en banc safety valve,emergencyVoteDisclosureRate,0.673,0.647,0.700,1228,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,panel-en-banc-review,Panel review with en banc safety valve,emergencyPublicDisagreementRate,0.262,0.238,0.287,1228,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,panel-en-banc-review,Panel review with en banc safety valve,governmentEmergencyWinRate,0.805,0.783,0.827,1228,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,panel-en-banc-review,Panel review with en banc safety valve,meritsFollowUpRate,0.523,0.495,0.551,1228,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,panel-en-banc-review,Panel review with en banc safety valve,meritsInvalidationRate,0.755,0.744,0.766,5814,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,panel-en-banc-review,Panel review with en banc safety valve,constitutionalConflict,0.296,0.285,0.307,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,panel-en-banc-review,Panel review with en banc safety valve,democraticResponsiveness,0.482,0.469,0.494,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,panel-en-banc-review,Panel review with en banc safety valve,complianceRate,0.383,0.372,0.395,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,panel-en-banc-review,Panel review with en banc safety valve,publicTrust,0.029,0.024,0.034,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,panel-en-banc-review,Panel review with en banc safety valve,administrativeLoad,0.682,0.670,0.693,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,panel-en-banc-review,Panel review with en banc safety valve,directCourtCost,0.436,0.423,0.448,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,panel-en-banc-review,Panel review with en banc safety valve,upstreamScreeningCost,0.696,0.685,0.708,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,panel-en-banc-review,Panel review with en banc safety valve,capacityStrainCost,0.462,0.450,0.474,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,panel-en-banc-review,Panel review with en banc safety valve,institutionalBudgetCost,0.506,0.494,0.518,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,panel-en-banc-review,Panel review with en banc safety valve,institutionalDelayCost,0.518,0.505,0.530,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,panel-en-banc-review,Panel review with en banc safety valve,implementationComplexity,0.481,0.469,0.494,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,panel-en-banc-review,Panel review with en banc safety valve,totalInstitutionalCost,0.516,0.503,0.528,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,directionalScore,0.622,0.610,0.634,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,legalStability,0.832,0.823,0.841,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,rightsProtection,0.753,0.743,0.764,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,partisanAlignment,0.155,0.146,0.164,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,shadowDocketAbuse,0.009,0.004,0.014,6400,conservative-bounded-normal-95
high-rights-threat,High rights threat,Higher share of cases with generated rights-risk signals.,dual-cross-checking-courts,Dual supreme courts with cross-checking invalidations,legitimacy,0.739,0.728,0.750,6400,conservative-bounded-normal-95
