profile,context,contrast,claim,left,right,kind,metric,componentRole,difference,lower,upper,monteCarloSE,runs,bootstrapReplicates
expanding-history,partyFragmentation-low,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,averageLegislativeResponseDelay,additional-diagnostic,0.0,0.0,0.0,0.0,120,2000
expanding-history,partyFragmentation-high,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,emergencyReasonGivingRate,registered-component,0.8722183065999232,0.837746904662408,0.9023987230990425,0.016615069204096566,120,2000
expanding-history,partyFragmentation-high,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,meritsFollowUpRate,registered-component,0.9833333333333333,0.9583333333333334,1.0,0.011735491270876315,120,2000
expanding-history,partyFragmentation-high,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,averageTimeToReview,registered-component,0.0,0.0,0.0,0.0,120,2000
expanding-history,partyFragmentation-high,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,totalInstitutionalCost,registered-component,0.009671661698202102,0.009537159826574505,0.009805350244659597,6.768852715722986e-05,120,2000
expanding-history,partyFragmentation-high,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,shadowDocketAbuse,registered-component,-0.3223850578201138,-0.32957457991832073,-0.3145350365417585,0.0038710435533921565,120,2000
expanding-history,partyFragmentation-high,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,institutionalDelayCost,additional-diagnostic,0.008381822493104056,0.008199161187361846,0.008555681539588328,8.971315630626294e-05,120,2000
expanding-history,partyFragmentation-high,screening-base,screening,constitutional-council,current-federal-court,base,directCourtCost,registered-diagnostic,0.135801525,0.13568419083333338,0.13591434979166667,5.855759089418292e-05,120,2000
expanding-history,partyFragmentation-high,screening-base,screening,constitutional-council,current-federal-court,base,upstreamScreeningCost,registered-component,0.002009387460230231,0.0019425079400296134,0.00207953137231091,3.412213840632903e-05,120,2000
expanding-history,partyFragmentation-high,screening-base,screening,constitutional-council,current-federal-court,base,capacityStrainCost,registered-diagnostic,0.06345365414015351,0.06278348670644252,0.06412952879220078,0.0003376750855448866,120,2000
expanding-history,partyFragmentation-high,screening-base,screening,constitutional-council,current-federal-court,base,totalInstitutionalCost,registered-diagnostic,0.08286359930077204,0.08272523677715811,0.08300197207585484,6.87937125661276e-05,120,2000
expanding-history,partyFragmentation-high,screening-base,screening,constitutional-council,current-federal-court,base,intakeAcceptanceRate,registered-diagnostic,-0.0007582219202931772,-0.0007857944159376666,-0.000731567621872733,1.3284300318295953e-05,120,2000
expanding-history,partyFragmentation-high,screening-base,screening,constitutional-council,current-federal-court,base,councilScreenRate,registered-component,1.0,1.0,1.0,0.0,120,2000
expanding-history,partyFragmentation-high,screening-base,screening,constitutional-council,current-federal-court,base,administrativeLoad,additional-diagnostic,0.24666562500000005,0.2457184895833334,0.2475919166666667,0.0004703046499921835,120,2000
expanding-history,partyFragmentation-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,legislativeResponseRate,registered-component,0.3171875,0.30843750000000003,0.325625,0.004564504471235314,120,2000
expanding-history,partyFragmentation-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,legislativeResponseCredibility,registered-component,0.06459583333333324,0.06322911458333327,0.06596885416666656,0.0006980739767943617,120,2000
expanding-history,partyFragmentation-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,timelyLegislativeResponseRate,registered-component,0.0,0.0,0.0,0.0,120,2000
expanding-history,partyFragmentation-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,rightsProtection,registered-component,0.02279169747516931,0.02101879150412924,0.02459733313481112,0.0009135214798795427,120,2000
expanding-history,partyFragmentation-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,complianceRate,registered-component,0.3695833333333333,0.3532291666666667,0.38521093749999996,0.008162732002471007,120,2000
expanding-history,partyFragmentation-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,democraticResponsiveness,registered-component,0.08254620088411266,0.08020068061972126,0.08485561792974151,0.001222953497581765,120,2000
expanding-history,partyFragmentation-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,vetoRelocationRisk,registered-component,-0.34629849560065384,-0.3476456102878219,-0.3449248767609901,0.000720840398286302,120,2000
expanding-history,partyFragmentation-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,totalInstitutionalCost,registered-diagnostic,-0.0928887705436325,-0.09309005016846515,-0.09269427883104345,0.00010269161606937222,120,2000
expanding-history,partyFragmentation-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,averageLegislativeResponseDelay,additional-diagnostic,0.48887936412047456,0.4867010184906793,0.4910254031282626,0.0011151148416412868,120,2000
expanding-history,partyFragmentation-high,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,emergencyReasonGivingRate,registered-component,-0.7187127173834843,-0.7508580676136036,-0.682342347822103,0.017522469222161816,120,2000
expanding-history,partyFragmentation-high,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,meritsFollowUpRate,registered-component,-0.9833333333333333,-1.0,-0.9583333333333334,0.011735491270876315,120,2000
expanding-history,partyFragmentation-high,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,averageTimeToReview,registered-component,0.0,0.0,0.0,0.0,120,2000
expanding-history,partyFragmentation-high,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,totalInstitutionalCost,registered-component,-0.004379186384193242,-0.0045206054601894296,-0.004237843820944651,7.399294181647219e-05,120,2000
expanding-history,partyFragmentation-high,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,shadowDocketAbuse,registered-component,0.3053267944425537,0.2981075989238355,0.3124239161678204,0.0037317803676453205,120,2000
expanding-history,partyFragmentation-high,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,institutionalDelayCost,additional-diagnostic,-0.00663054253820308,-0.0068181819205301065,-0.006447150317986507,9.676407733504275e-05,120,2000
expanding-history,partyFragmentation-high,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,directCourtCost,registered-diagnostic,-0.09712977499999999,-0.09727149666666665,-0.09698048854166667,7.512493931679998e-05,120,2000
expanding-history,partyFragmentation-high,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,upstreamScreeningCost,registered-component,9.042060195252333e-06,-5.3313443788577667e-05,6.947421699510685e-05,2.989469681757836e-05,120,2000
expanding-history,partyFragmentation-high,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,capacityStrainCost,registered-diagnostic,-0.04312605945986987,-0.04370088190074263,-0.04251742357132297,0.0002880841733517383,120,2000
expanding-history,partyFragmentation-high,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,totalInstitutionalCost,registered-diagnostic,-0.050221150807441974,-0.050347723148572276,-0.050082971406001035,6.65784486016027e-05,120,2000
expanding-history,partyFragmentation-high,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,intakeAcceptanceRate,registered-diagnostic,-3.2293788653213125e-06,-2.5922232228220185e-05,1.9789951040934176e-05,1.1121741446199312e-05,120,2000
expanding-history,partyFragmentation-high,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,councilScreenRate,registered-component,-1.0,-1.0,-1.0,0.0,120,2000
expanding-history,partyFragmentation-high,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,administrativeLoad,additional-diagnostic,-0.2397268750000001,-0.2406149739583334,-0.23875991145833345,0.0004703013928097384,120,2000
expanding-history,partyFragmentation-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,legislativeResponseRate,registered-component,-0.1578125,-0.16552083333333334,-0.15031250000000002,0.003991583681148806,120,2000
expanding-history,partyFragmentation-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,legislativeResponseCredibility,registered-component,-0.2836233164194969,-0.28468632706124003,-0.28251258683402053,0.0005669477634166936,120,2000
expanding-history,partyFragmentation-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,timelyLegislativeResponseRate,registered-component,0.0,0.0,0.0,0.0,120,2000
expanding-history,partyFragmentation-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,rightsProtection,registered-component,-0.010636218378403171,-0.011544711232949721,-0.009694144976249807,0.00048267484052680267,120,2000
expanding-history,partyFragmentation-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,complianceRate,registered-component,-0.0011458333333333264,-0.01531249999999999,0.013958333333333336,0.0074069210098194616,120,2000
expanding-history,partyFragmentation-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,democraticResponsiveness,registered-component,-0.024787781772074118,-0.02619927148775915,-0.023362971100895323,0.0007050628893930297,120,2000
expanding-history,partyFragmentation-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,vetoRelocationRisk,registered-component,0.025669742262182417,0.02450555535615973,0.026899691796638443,0.0006209841880060999,120,2000
expanding-history,partyFragmentation-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,totalInstitutionalCost,registered-diagnostic,-0.0012942704165379967,-0.0015019427915698932,-0.0010778024700838396,0.00011221016995174583,120,2000
expanding-history,partyFragmentation-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,averageLegislativeResponseDelay,additional-diagnostic,0.07284926890194088,0.0698479375724953,0.07587915746095791,0.0016181876873106156,120,2000
expanding-history,partyFragmentation-high,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,legislativeResponseRate,registered-component,-0.3171875,-0.325625,-0.30843750000000003,0.004564504471235314,120,2000
expanding-history,partyFragmentation-high,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,legislativeResponseCredibility,registered-component,-0.5669841328389938,-0.5684471612602043,-0.5655243419042523,0.0007836078526044286,120,2000
expanding-history,partyFragmentation-high,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,timelyLegislativeResponseRate,registered-component,0.0,0.0,0.0,0.0,120,2000
expanding-history,partyFragmentation-high,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,rightsProtection,registered-component,-0.019254529843402087,-0.02025374492872797,-0.01820966996623557,0.0005214348815841424,120,2000
expanding-history,partyFragmentation-high,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,complianceRate,registered-component,-0.018854166666666665,-0.0350078125,-0.0030208333333333337,0.00810794081970885,120,2000
expanding-history,partyFragmentation-high,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,democraticResponsiveness,registered-component,-0.04938473322627893,-0.05088699503654612,-0.04779524584371408,0.0007932283613918262,120,2000
expanding-history,partyFragmentation-high,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,vetoRelocationRisk,registered-component,0.0511304272542656,0.04978224925469992,0.05244676984498223,0.000714681130666124,120,2000
expanding-history,partyFragmentation-high,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,totalInstitutionalCost,registered-diagnostic,-0.002874053126247067,-0.003080646132555084,-0.0026611112854848648,0.0001061371334219668,120,2000
expanding-history,partyFragmentation-high,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,averageLegislativeResponseDelay,additional-diagnostic,-0.48887936412047456,-0.4910254031282626,-0.48670101849067937,0.0011151148416412868,120,2000
expanding-history,partyFragmentation-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,legislativeResponseRate,registered-component,0.159375,0.1525,0.16635416666666666,0.0034542895936268366,120,2000
expanding-history,partyFragmentation-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,legislativeResponseCredibility,registered-component,-0.21902748308616363,-0.2199024186771876,-0.21823495602358917,0.00041531963708963234,120,2000
expanding-history,partyFragmentation-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,timelyLegislativeResponseRate,registered-component,0.0,0.0,0.0,0.0,120,2000
expanding-history,partyFragmentation-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,rightsProtection,registered-component,0.012155479096766142,0.010146104422113078,0.014083850358550488,0.0010376871726051745,120,2000
expanding-history,partyFragmentation-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,complianceRate,registered-component,0.3684375,0.35103906249999994,0.384796875,0.008381290360006597,120,2000
expanding-history,partyFragmentation-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,democraticResponsiveness,registered-component,0.05775841911203853,0.05540469180022987,0.0599887908661815,0.0011982842950614694,120,2000
expanding-history,partyFragmentation-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,vetoRelocationRisk,registered-component,-0.32062875333847146,-0.3218154137724106,-0.31947307467369507,0.0005788236433552743,120,2000
expanding-history,partyFragmentation-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,totalInstitutionalCost,registered-diagnostic,-0.0941830409601705,-0.09438558371130007,-0.09398240744613123,9.881354041843565e-05,120,2000
expanding-history,partyFragmentation-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,averageLegislativeResponseDelay,additional-diagnostic,0.5617286330224154,0.5592993341665555,0.5643086980847537,0.00127941613622085,120,2000
expanding-history,partyFragmentation-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,legislativeResponseRate,registered-component,0.0,0.0,0.0,0.0,120,2000
expanding-history,partyFragmentation-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,legislativeResponseCredibility,registered-component,-0.5023882995056606,-0.5030577632177401,-0.5017658955309462,0.00033670378565772897,120,2000
expanding-history,partyFragmentation-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,timelyLegislativeResponseRate,registered-component,0.0,0.0,0.0,0.0,120,2000
expanding-history,partyFragmentation-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,rightsProtection,registered-component,0.003537167631767224,0.001514617188004799,0.005632160437726441,0.0010546790027228775,120,2000
expanding-history,partyFragmentation-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,complianceRate,registered-component,0.35072916666666665,0.33531249999999996,0.36666666666666664,0.008339846675520788,120,2000
expanding-history,partyFragmentation-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,democraticResponsiveness,registered-component,0.03316146765783372,0.030770184615163215,0.035444834116912606,0.0011943453140048012,120,2000
expanding-history,partyFragmentation-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,vetoRelocationRisk,registered-component,-0.29516806834638826,-0.29558754306346496,-0.29474803759519247,0.00021542397099674103,120,2000
expanding-history,partyFragmentation-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,totalInstitutionalCost,registered-diagnostic,-0.09576282366987957,-0.09592359377753544,-0.09559939765151493,8.448914317222677e-05,120,2000
expanding-history,partyFragmentation-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,averageLegislativeResponseDelay,additional-diagnostic,0.0,0.0,0.0,0.0,120,2000
previous-term,baseline,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,emergencyReasonGivingRate,registered-component,0.8687604221749834,0.8393803569767169,0.8943483393427074,0.013687549483280211,120,2000
previous-term,baseline,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,meritsFollowUpRate,registered-component,1.0,1.0,1.0,0.0,120,2000
previous-term,baseline,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,averageTimeToReview,registered-component,0.0,0.0,0.0,0.0,120,2000
previous-term,baseline,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,totalInstitutionalCost,registered-component,0.009780697323222528,0.009647643313210809,0.009911516889452292,6.90355858053378e-05,120,2000
previous-term,baseline,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,shadowDocketAbuse,registered-component,-0.3127227359717716,-0.32012182807749834,-0.30512477396590665,0.003909113505539829,120,2000
previous-term,baseline,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,institutionalDelayCost,additional-diagnostic,0.00821802025640177,0.008034687528687922,0.008401509147155413,9.314636222956304e-05,120,2000
previous-term,baseline,screening-base,screening,constitutional-council,current-federal-court,base,directCourtCost,registered-diagnostic,0.1358999166666667,0.13578561062500005,0.13601652666666672,6.248932030137096e-05,120,2000
previous-term,baseline,screening-base,screening,constitutional-council,current-federal-court,base,upstreamScreeningCost,registered-component,0.001995410478454302,0.0019246565334295415,0.002063823171465043,3.5944224312302186e-05,120,2000
previous-term,baseline,screening-base,screening,constitutional-council,current-federal-court,base,capacityStrainCost,registered-diagnostic,0.06397812365230286,0.06330363122727867,0.06465555098448648,0.00036503287180037424,120,2000
previous-term,baseline,screening-base,screening,constitutional-council,current-federal-court,base,totalInstitutionalCost,registered-diagnostic,0.08299336330788895,0.0828524335094449,0.08312924795928286,7.6270503279251e-05,120,2000
previous-term,baseline,screening-base,screening,constitutional-council,current-federal-court,base,intakeAcceptanceRate,registered-diagnostic,-0.0007456172234586376,-0.0007712217455457502,-0.0007186907283642319,1.3553535423416387e-05,120,2000
previous-term,baseline,screening-base,screening,constitutional-council,current-federal-court,base,councilScreenRate,registered-component,1.0,1.0,1.0,0.0,120,2000
previous-term,baseline,screening-base,screening,constitutional-council,current-federal-court,base,administrativeLoad,additional-diagnostic,0.24747833333333344,0.24651642708333343,0.24841359895833345,0.0005219259184332577,120,2000
previous-term,baseline,weak-form-base,weak-form,weak-form-review,current-federal-court,base,legislativeResponseRate,registered-component,0.27625,0.26739583333333333,0.28531249999999997,0.004748580799338171,120,2000
previous-term,baseline,weak-form-base,weak-form,weak-form-review,current-federal-court,base,legislativeResponseCredibility,registered-component,0.0588541666666666,0.0575310937499999,0.06013979166666665,0.0006771207434181391,120,2000
previous-term,baseline,weak-form-base,weak-form,weak-form-review,current-federal-court,base,timelyLegislativeResponseRate,registered-component,0.056831852595239936,0.04798701059810675,0.06556813578584338,0.004548843080464575,120,2000
previous-term,baseline,weak-form-base,weak-form,weak-form-review,current-federal-court,base,rightsProtection,registered-component,0.02255883408707311,0.02071366334877541,0.024421670652669532,0.0009356000131719431,120,2000
previous-term,baseline,weak-form-base,weak-form,weak-form-review,current-federal-court,base,complianceRate,registered-component,0.36010416666666667,0.3420833333333333,0.37677083333333333,0.0087982560816447,120,2000
previous-term,baseline,weak-form-base,weak-form,weak-form-review,current-federal-court,base,democraticResponsiveness,registered-component,0.0735246041647119,0.07117058320276984,0.07603790682816439,0.0012446954094350521,120,2000
previous-term,baseline,weak-form-base,weak-form,weak-form-review,current-federal-court,base,vetoRelocationRisk,registered-component,-0.33949159547672386,-0.34095724269371525,-0.33798732637491646,0.000767227514111835,120,2000
previous-term,baseline,weak-form-base,weak-form,weak-form-review,current-federal-court,base,totalInstitutionalCost,registered-diagnostic,-0.09326437339548352,-0.09345147142231289,-0.09306158913864902,0.00010123671162206533,120,2000
previous-term,baseline,weak-form-base,weak-form,weak-form-review,current-federal-court,base,averageLegislativeResponseDelay,additional-diagnostic,0.41606291314698374,0.4141362199383996,0.4180552395706845,0.00098329500030443,120,2000
previous-term,baseline,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,emergencyReasonGivingRate,registered-component,-0.7172655772900441,-0.7476544636264815,-0.6856566091827777,0.014881628406577327,120,2000
previous-term,baseline,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,meritsFollowUpRate,registered-component,-1.0,-1.0,-1.0,0.0,120,2000
previous-term,baseline,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,averageTimeToReview,registered-component,0.0,0.0,0.0,0.0,120,2000
previous-term,baseline,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,totalInstitutionalCost,registered-component,-0.0043755772860129254,-0.0045176933919619895,-0.004232481215072514,7.421240521670585e-05,120,2000
previous-term,baseline,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,shadowDocketAbuse,registered-component,0.3016009805646883,0.29405160668353686,0.30888273989725296,0.0038356339734016962,120,2000
previous-term,baseline,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,institutionalDelayCost,additional-diagnostic,-0.006648468372520209,-0.006835784757876108,-0.006458683908705794,0.00010046266689476732,120,2000
previous-term,baseline,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,directCourtCost,registered-diagnostic,-0.09720100833333331,-0.09733838395833332,-0.09706501604166666,7.085283550526655e-05,120,2000
previous-term,baseline,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,upstreamScreeningCost,registered-component,-3.188346430346896e-05,-8.824490956721803e-05,2.4840798449468437e-05,3.021681429557481e-05,120,2000
previous-term,baseline,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,capacityStrainCost,registered-diagnostic,-0.04291074314286901,-0.04345430822434827,-0.042343637951978624,0.00028984558297921417,120,2000
previous-term,baseline,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,totalInstitutionalCost,registered-diagnostic,-0.05021669122206665,-0.050341231637756396,-0.05009042114323162,6.432027970519898e-05,120,2000
previous-term,baseline,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,intakeAcceptanceRate,registered-diagnostic,1.099470419684319e-05,-1.0030733877914534e-05,3.156463087568391e-05,1.10645000875657e-05,120,2000
previous-term,baseline,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,councilScreenRate,registered-component,-1.0,-1.0,-1.0,0.0,120,2000
previous-term,baseline,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,administrativeLoad,additional-diagnostic,-0.23969854166666676,-0.2405659479166668,-0.2388043645833334,0.0004509222862630741,120,2000
previous-term,baseline,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,legislativeResponseRate,registered-component,-0.13614583333333333,-0.14395833333333333,-0.12833333333333333,0.004066896816253431,120,2000
previous-term,baseline,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,legislativeResponseCredibility,registered-component,-0.3043314498822772,-0.3054913424741933,-0.3031865813242429,0.0006018174142921488,120,2000
previous-term,baseline,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,timelyLegislativeResponseRate,registered-component,-0.056831852595239936,-0.06556813578584338,-0.04798701059810675,0.004548843080464575,120,2000
previous-term,baseline,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,rightsProtection,registered-component,-0.009790052423837696,-0.010611678979394395,-0.00890982077123271,0.0004422457065096522,120,2000
previous-term,baseline,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,complianceRate,registered-component,-0.00041666666666666425,-0.016252604166666667,0.015630208333333312,0.008372108667957309,120,2000
previous-term,baseline,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,democraticResponsiveness,registered-component,-0.020135388742143955,-0.021530803742323544,-0.018820070119329995,0.0007037930202925106,120,2000
previous-term,baseline,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,vetoRelocationRisk,registered-component,0.021529229513076318,0.02024188220335945,0.022765137104079562,0.0006428114534456096,120,2000
previous-term,baseline,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,totalInstitutionalCost,registered-diagnostic,-0.0013258084148319708,-0.0015384209450475445,-0.001125326300135878,0.00010351462963317498,120,2000
previous-term,baseline,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,averageLegislativeResponseDelay,additional-diagnostic,0.07903754930146582,0.07577688088630183,0.08227476989765767,0.0016282056738762443,120,2000
previous-term,baseline,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,legislativeResponseRate,registered-component,-0.27625,-0.28531249999999997,-0.26739583333333333,0.004748580799338171,120,2000
previous-term,baseline,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,legislativeResponseCredibility,registered-component,-0.6080253997645543,-0.6096080801313501,-0.6064354892678443,0.0008030390438861921,120,2000
previous-term,baseline,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,timelyLegislativeResponseRate,registered-component,-0.056831852595239936,-0.06556813578584338,-0.04798701059810675,0.004548843080464575,120,2000
previous-term,baseline,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,rightsProtection,registered-component,-0.01781102454578006,-0.018860837036941858,-0.0167546855537653,0.0005392434912694092,120,2000
previous-term,baseline,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,complianceRate,registered-component,-0.006666666666666666,-0.02354427083333334,0.010416666666666666,0.008663706804417139,120,2000
previous-term,baseline,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,democraticResponsiveness,registered-component,-0.041742653932441684,-0.043267568333288334,-0.04026133808179774,0.0007798715646684063,120,2000
previous-term,baseline,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,vetoRelocationRisk,registered-component,0.044216273521945716,0.042774640466961215,0.0456430803730466,0.0007476289057099486,120,2000
previous-term,baseline,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,totalInstitutionalCost,registered-diagnostic,-0.002457034761369951,-0.002672263476183389,-0.002236288101257317,0.00010986457958297218,120,2000
previous-term,baseline,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,averageLegislativeResponseDelay,additional-diagnostic,-0.41606291314698374,-0.4180552395706846,-0.4141362199383996,0.00098329500030443,120,2000
previous-term,baseline,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,legislativeResponseRate,registered-component,0.14010416666666667,0.13322916666666668,0.14697916666666666,0.003519080124711047,120,2000
previous-term,baseline,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,legislativeResponseCredibility,registered-component,-0.2454772832156106,-0.24624917203294072,-0.2447504571916357,0.00038678193402968427,120,2000
previous-term,baseline,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,timelyLegislativeResponseRate,registered-component,0.0,0.0,0.0,0.0,120,2000
previous-term,baseline,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,rightsProtection,registered-component,0.012768781663235414,0.010764284296995033,0.01470244187385483,0.0009918933226711602,120,2000
previous-term,baseline,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,complianceRate,registered-component,0.3596875,0.3433333333333334,0.3755234375,0.008086951013712106,120,2000
previous-term,baseline,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,democraticResponsiveness,registered-component,0.05338921542256794,0.05101105056674534,0.05587175750474614,0.0012808977443130216,120,2000
previous-term,baseline,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,vetoRelocationRisk,registered-component,-0.3179623659636475,-0.31912094658351015,-0.3168066551888276,0.0005870590716863147,120,2000
previous-term,baseline,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,totalInstitutionalCost,registered-diagnostic,-0.09459018181031549,-0.09476018576779652,-0.09442075047349646,8.696177403181745e-05,120,2000
previous-term,baseline,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,averageLegislativeResponseDelay,additional-diagnostic,0.4951004624484495,0.4923544165469262,0.4977324478651368,0.0013526306246746094,120,2000
previous-term,baseline,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,legislativeResponseRate,registered-component,0.0,0.0,0.0,0.0,120,2000
previous-term,baseline,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,legislativeResponseCredibility,registered-component,-0.5491712330978877,-0.5498836996281622,-0.5484246401944037,0.0003777847436345528,120,2000
previous-term,baseline,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,timelyLegislativeResponseRate,registered-component,0.0,0.0,0.0,0.0,120,2000
