profile,context,contrast,claim,left,right,kind,metric,componentRole,difference,lower,upper,monteCarloSE,runs,bootstrapReplicates
recency-weighted-15y,emergencyPressure-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,legislativeResponseRate,registered-component,-0.0934375,-0.09927083333333334,-0.08760416666666666,0.0029621891420544572,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,legislativeResponseCredibility,registered-component,-0.2926842856343671,-0.2934876210486623,-0.2918319376807103,0.0004324641841283482,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,timelyLegislativeResponseRate,registered-component,-0.011390397599762925,-0.016989193963071674,-0.006801588558070757,0.0026452448223819418,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,rightsProtection,registered-component,0.001216302292957817,2.7397516380280172e-05,0.0023896930430835966,0.0006103319073642353,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,complianceRate,registered-component,-0.01,-0.03364583333333333,0.015520833333333336,0.01289094529459478,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,democraticResponsiveness,registered-component,-0.011219880817935955,-0.012756227831084002,-0.009651458765278629,0.0007918821647026257,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,vetoRelocationRisk,registered-component,0.014879145464510773,0.013897011523810026,0.015882527634568443,0.0005098610517128761,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,totalInstitutionalCost,registered-diagnostic,-0.0009328966120282996,-0.0011247909743402412,-0.0007509490409580218,9.670446500204087e-05,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,averageLegislativeResponseDelay,additional-diagnostic,0.07631646602286882,0.07161412213176956,0.08098526949825256,0.0024108194910635182,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,legislativeResponseRate,registered-component,-0.18708333333333332,-0.1948984375,-0.1794791666666667,0.004026711117976769,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,legislativeResponseCredibility,registered-component,-0.5851810712687341,-0.5863553738911002,-0.5839888001529344,0.0006325667090131663,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,timelyLegislativeResponseRate,registered-component,-0.011390397599762925,-0.016989193963071674,-0.006801588558070757,0.0026452448223819418,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,rightsProtection,registered-component,0.0030371177486187007,0.001778425800664066,0.004402927957486732,0.0006744895754322863,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,complianceRate,registered-component,-0.01770833333333333,-0.041666666666666664,0.00740104166666664,0.012471591785226518,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,democraticResponsiveness,registered-component,-0.02355240098115981,-0.025194792346032033,-0.021994673304202152,0.0008190177380112423,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,vetoRelocationRisk,registered-component,0.02984996911258786,0.02861462787272249,0.031094327984231545,0.0006636513527641143,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,totalInstitutionalCost,registered-diagnostic,-0.0017354266614406538,-0.0019474318271159995,-0.0015187139217026043,0.00011255791385614817,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,averageLegislativeResponseDelay,additional-diagnostic,-0.4350753355334462,-0.4379967977547922,-0.43225396125999693,0.0015013588179056251,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,legislativeResponseRate,registered-component,0.09364583333333334,0.08833333333333333,0.09885416666666667,0.002795068660640333,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,legislativeResponseCredibility,registered-component,-0.23883636896770044,-0.23945175129431998,-0.23822960665190107,0.0003200997472217646,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,timelyLegislativeResponseRate,registered-component,0.0,0.0,0.0,0.0,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,rightsProtection,registered-component,0.058584912190809406,0.05615804467666831,0.06101916069394515,0.0012757463500034521,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,complianceRate,registered-component,0.18229166666666666,0.16208333333333333,0.20427083333333332,0.011008319974461622,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,democraticResponsiveness,registered-component,0.0936473673550941,0.09103341168357748,0.09626911205942365,0.0013881465266842685,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,vetoRelocationRisk,registered-component,-0.2809182710818316,-0.281892093497984,-0.27989419058044035,0.0005124967059381925,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,totalInstitutionalCost,registered-diagnostic,-0.08539404918839175,-0.08559559926951407,-0.08520383936602502,9.952221265326419e-05,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,averageLegislativeResponseDelay,additional-diagnostic,0.511391801556315,0.5070322127472032,0.5157941251403203,0.002284164341030753,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,legislativeResponseRate,registered-component,0.0,0.0,0.0,0.0,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,legislativeResponseCredibility,registered-component,-0.5313331546020675,-0.5318355228918,-0.5308309351974645,0.0002566845694895035,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,timelyLegislativeResponseRate,registered-component,0.0,0.0,0.0,0.0,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,rightsProtection,registered-component,0.06040572764647029,0.05792024404611276,0.06292868483293584,0.00132587347003632,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,complianceRate,registered-component,0.17458333333333334,0.15458072916666668,0.19438020833333328,0.01002004002724169,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,democraticResponsiveness,registered-component,0.08131484719187025,0.07851728391529454,0.08397726923116586,0.0015209598942838814,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,vetoRelocationRisk,registered-component,-0.26594744743375454,-0.2664622603736189,-0.2654704864644831,0.00026363372675814963,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,totalInstitutionalCost,registered-diagnostic,-0.0861965792378041,-0.08640388115216728,-0.08599762719349331,0.00010821989083582892,120,2000
recency-weighted-15y,emergencyPressure-high,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,averageLegislativeResponseDelay,additional-diagnostic,0.0,0.0,0.0,0.0,120,2000
recency-weighted-15y,rightsThreatRate-low,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,emergencyReasonGivingRate,registered-component,0.8526098810435122,0.8207024892816246,0.8818647331001409,0.01570274917953026,120,2000
recency-weighted-15y,rightsThreatRate-low,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,meritsFollowUpRate,registered-component,1.0,1.0,1.0,0.0,120,2000
recency-weighted-15y,rightsThreatRate-low,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,averageTimeToReview,registered-component,0.0,0.0,0.0,0.0,120,2000
recency-weighted-15y,rightsThreatRate-low,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,totalInstitutionalCost,registered-component,0.009735284182257168,0.009598917786815871,0.009871840306132149,7.412818157516546e-05,120,2000
recency-weighted-15y,rightsThreatRate-low,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,shadowDocketAbuse,registered-component,-0.30785255149025825,-0.3158346212724437,-0.3002848355733378,0.004130231439487581,120,2000
recency-weighted-15y,rightsThreatRate-low,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,institutionalDelayCost,additional-diagnostic,0.008386683960125426,0.00819571613047158,0.008569845386085961,0.00010067401821531866,120,2000
recency-weighted-15y,rightsThreatRate-low,screening-base,screening,constitutional-council,current-federal-court,base,directCourtCost,registered-diagnostic,0.13593206666666668,0.13580545104166666,0.1360641070833333,6.705172836234138e-05,120,2000
recency-weighted-15y,rightsThreatRate-low,screening-base,screening,constitutional-council,current-federal-court,base,upstreamScreeningCost,registered-component,0.0020368049770861456,0.0019675024512539343,0.0021076834517657727,3.6552544082763914e-05,120,2000
recency-weighted-15y,rightsThreatRate-low,screening-base,screening,constitutional-council,current-federal-court,base,capacityStrainCost,registered-diagnostic,0.06400361998472413,0.06334418101205837,0.06465267093948548,0.00034326233229490795,120,2000
recency-weighted-15y,rightsThreatRate-low,screening-base,screening,constitutional-council,current-federal-court,base,totalInstitutionalCost,registered-diagnostic,0.08302079533917545,0.0828800959985464,0.08316254716723906,7.365041843098013e-05,120,2000
recency-weighted-15y,rightsThreatRate-low,screening-base,screening,constitutional-council,current-federal-court,base,intakeAcceptanceRate,registered-diagnostic,-0.0007579378100387841,-0.0007846252483063861,-0.0007315138656734197,1.397517450130134e-05,120,2000
recency-weighted-15y,rightsThreatRate-low,screening-base,screening,constitutional-council,current-federal-court,base,councilScreenRate,registered-component,1.0,1.0,1.0,0.0,120,2000
recency-weighted-15y,rightsThreatRate-low,screening-base,screening,constitutional-council,current-federal-court,base,administrativeLoad,additional-diagnostic,0.2475708333333334,0.24657543750000008,0.24857300520833342,0.000515785137329316,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-base,weak-form,weak-form-review,current-federal-court,base,legislativeResponseRate,registered-component,0.1825,0.17489583333333333,0.1908359375,0.004089980583874523,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-base,weak-form,weak-form-review,current-federal-court,base,legislativeResponseCredibility,registered-component,0.0489416666666666,0.04781031249999991,0.050089583333333264,0.0005813747632231667,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-base,weak-form,weak-form-review,current-federal-court,base,timelyLegislativeResponseRate,registered-component,0.07978629030641414,0.0668531455290066,0.09290568661787701,0.006643552526682734,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-base,weak-form,weak-form-review,current-federal-court,base,rightsProtection,registered-component,0.028655435367655826,0.026769338605369414,0.030472303903838642,0.0009901007540401572,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-base,weak-form,weak-form-review,current-federal-court,base,complianceRate,registered-component,0.33395833333333336,0.31510156250000004,0.3516692708333333,0.009208884668590567,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-base,weak-form,weak-form-review,current-federal-court,base,democraticResponsiveness,registered-component,0.06220840902099825,0.05996650616596004,0.06448582576722882,0.0012103630625403974,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-base,weak-form,weak-form-review,current-federal-court,base,vetoRelocationRisk,registered-component,-0.32437085793101983,-0.32563404800136914,-0.3230931226351348,0.000655444566072666,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-base,weak-form,weak-form-review,current-federal-court,base,totalInstitutionalCost,registered-diagnostic,-0.09428226434214443,-0.09448612064350932,-0.09407766439080471,0.00010445867521652071,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-base,weak-form,weak-form-review,current-federal-court,base,averageLegislativeResponseDelay,additional-diagnostic,0.41427819190385456,0.4115487306318561,0.4169687545910296,0.0013872859819523782,120,2000
recency-weighted-15y,rightsThreatRate-low,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,emergencyReasonGivingRate,registered-component,-0.6992324638757595,-0.7290911259110398,-0.6671586595412178,0.016078746351788017,120,2000
recency-weighted-15y,rightsThreatRate-low,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,meritsFollowUpRate,registered-component,-1.0,-1.0,-1.0,0.0,120,2000
recency-weighted-15y,rightsThreatRate-low,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,averageTimeToReview,registered-component,0.0,0.0,0.0,0.0,120,2000
recency-weighted-15y,rightsThreatRate-low,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,totalInstitutionalCost,registered-component,-0.004422028180005286,-0.0045794620585373385,-0.004276799418770199,7.63159918246694e-05,120,2000
recency-weighted-15y,rightsThreatRate-low,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,shadowDocketAbuse,registered-component,0.29007935107714505,0.2829898416212504,0.29733111394701606,0.0037638797258822488,120,2000
recency-weighted-15y,rightsThreatRate-low,emergency-ablation,emergency,reasoned-with-fast-procedure,reasoned-emergency-review,ablation,institutionalDelayCost,additional-diagnostic,-0.006654289812929713,-0.006849603851237081,-0.00645202289711316,0.0001002266222226031,120,2000
recency-weighted-15y,rightsThreatRate-low,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,directCourtCost,registered-diagnostic,-0.09729119999999997,-0.09742530583333331,-0.09715050999999997,7.070642505046777e-05,120,2000
recency-weighted-15y,rightsThreatRate-low,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,upstreamScreeningCost,registered-component,3.7538637976932315e-05,-2.6537215109756508e-05,0.00010131256646770191,3.25886233870476e-05,120,2000
recency-weighted-15y,rightsThreatRate-low,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,capacityStrainCost,registered-diagnostic,-0.04364342424134871,-0.044266696240973326,-0.04300468812415675,0.0003249868494834488,120,2000
recency-weighted-15y,rightsThreatRate-low,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,totalInstitutionalCost,registered-diagnostic,-0.05036772284768857,-0.050503183114968375,-0.05022517213374955,7.069653399728566e-05,120,2000
recency-weighted-15y,rightsThreatRate-low,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,intakeAcceptanceRate,registered-diagnostic,-1.3237169550905636e-05,-3.6201858161472054e-05,9.938484848231578e-06,1.1758376650650791e-05,120,2000
recency-weighted-15y,rightsThreatRate-low,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,councilScreenRate,registered-component,-1.0,-1.0,-1.0,0.0,120,2000
recency-weighted-15y,rightsThreatRate-low,screening-ablation,screening,council-with-full-court-structure,constitutional-council,ablation,administrativeLoad,additional-diagnostic,-0.2407275000000001,-0.24166835416666677,-0.2397362239583334,0.000491955542302596,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,legislativeResponseRate,registered-component,-0.08791666666666667,-0.09479166666666666,-0.08135416666666666,0.003376385146473903,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,legislativeResponseCredibility,registered-component,-0.2985939375480269,-0.2996401646686548,-0.2975969586849648,0.0005198074820414638,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,timelyLegislativeResponseRate,registered-component,-0.07978629030641414,-0.09290568661787701,-0.06685314552900662,0.006643552526682734,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,rightsProtection,registered-component,-0.0074785967864584866,-0.008401531684103588,-0.006507939046874226,0.0004801731830999524,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,complianceRate,registered-component,0.013645833333333334,0.0003098958333333306,0.02698177083333332,0.0069038195184799095,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,democraticResponsiveness,registered-component,-0.013930159432227364,-0.015005246796869506,-0.012814079494791119,0.000564429428452151,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,vetoRelocationRisk,registered-component,0.014098663999425975,0.012984143709990148,0.015187385950209076,0.000559589239250951,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,totalInstitutionalCost,registered-diagnostic,-0.0007913321362273911,-0.0009939978166113336,-0.0005921928601721512,0.0001039949042322613,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-half,weak-form,weak-form-half-response,weak-form-review,ablation,averageLegislativeResponseDelay,additional-diagnostic,0.0831989677781042,0.07862251869438705,0.08789173935541053,0.0024130530021675718,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,legislativeResponseRate,registered-component,-0.1825,-0.19083593750000002,-0.17489583333333333,0.004089980583874523,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,legislativeResponseCredibility,registered-component,-0.5974878750960537,-0.5989175670690459,-0.5960887944685784,0.0007185598962760224,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,timelyLegislativeResponseRate,registered-component,-0.07978629030641414,-0.09290568661787701,-0.06685314552900662,0.006643552526682734,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,rightsProtection,registered-component,-0.012862171190632592,-0.013912127747642217,-0.011767557591660554,0.0005623631237049026,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,complianceRate,registered-component,-0.0005208333333333352,-0.014062499999999997,0.01385416666666666,0.0071489318604155555,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,democraticResponsiveness,registered-component,-0.02837408688673945,-0.02969256853337902,-0.027024137214705174,0.0006779780577297898,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,vetoRelocationRisk,registered-component,0.02924340330014514,0.027940229868922764,0.030553935558795903,0.000672775608152549,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,totalInstitutionalCost,registered-diagnostic,-0.0016908380554844444,-0.0019238459603816607,-0.0014623517761696053,0.00011702175697973333,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-off,weak-form,weak-form-no-response,weak-form-review,ablation,averageLegislativeResponseDelay,additional-diagnostic,-0.41427819190385456,-0.4169687545910296,-0.4115487306318561,0.0013872859819523782,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,legislativeResponseRate,registered-component,0.09458333333333332,0.08791666666666667,0.10114583333333334,0.0032770546686906677,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,legislativeResponseCredibility,registered-component,-0.24965227088136027,-0.2503316170981903,-0.24899014678755232,0.0003482801357138285,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,timelyLegislativeResponseRate,registered-component,0.0,0.0,0.0,0.0,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,rightsProtection,registered-component,0.02117683858119734,0.019435578539523112,0.022957651622412235,0.00093951373781214,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,complianceRate,registered-component,0.34760416666666666,0.329265625,0.3657317708333334,0.009129063877368669,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,democraticResponsiveness,registered-component,0.04827824958877089,0.04627204799524022,0.05032958987651546,0.0010841859486381178,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,vetoRelocationRisk,registered-component,-0.3102721939315939,-0.3113031042614696,-0.3091857224566784,0.0005252509508025417,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,totalInstitutionalCost,registered-diagnostic,-0.09507359647837182,-0.09527573952143725,-0.0948726969479537,0.00010404661948078354,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-half-v-current,weak-form,weak-form-half-response,current-federal-court,persistence,averageLegislativeResponseDelay,additional-diagnostic,0.49747715968195877,0.49368278656370124,0.5014185602034203,0.001981907051430732,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,legislativeResponseRate,registered-component,0.0,0.0,0.0,0.0,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,legislativeResponseCredibility,registered-component,-0.5485462084293872,-0.5492432517419621,-0.547815278846949,0.00037453715099598653,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,timelyLegislativeResponseRate,registered-component,0.0,0.0,0.0,0.0,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,rightsProtection,registered-component,0.015793264177023238,0.013850205274485456,0.017763303443214692,0.0010518048385426185,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,complianceRate,registered-component,0.3334375,0.3163463541666667,0.35135677083333333,0.009015531965122505,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,democraticResponsiveness,registered-component,0.033834322134258805,0.03180838525694557,0.03595827912592544,0.0011393915866361156,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,vetoRelocationRisk,registered-component,-0.29512745463087475,-0.2956081037364546,-0.294633511397747,0.00025198493011002304,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,totalInstitutionalCost,registered-diagnostic,-0.09597310239762888,-0.09614578205385978,-0.09581119832421313,8.81925871120598e-05,120,2000
recency-weighted-15y,rightsThreatRate-low,weak-form-off-v-current,weak-form,weak-form-no-response,current-federal-court,persistence,averageLegislativeResponseDelay,additional-diagnostic,0.0,0.0,0.0,0.0,120,2000
recency-weighted-15y,rightsThreatRate-high,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,emergencyReasonGivingRate,registered-component,0.8599530984175598,0.837873939126728,0.8807735841837762,0.010998296723283889,120,2000
recency-weighted-15y,rightsThreatRate-high,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,meritsFollowUpRate,registered-component,1.0,1.0,1.0,0.0,120,2000
recency-weighted-15y,rightsThreatRate-high,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,averageTimeToReview,registered-component,0.0,0.0,0.0,0.0,120,2000
recency-weighted-15y,rightsThreatRate-high,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,totalInstitutionalCost,registered-component,0.009609733731519283,0.009454735901058775,0.009759714099153412,7.811661270975931e-05,120,2000
recency-weighted-15y,rightsThreatRate-high,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,shadowDocketAbuse,registered-component,-0.3555644669171572,-0.364550527274776,-0.3468202118469882,0.004596848719115068,120,2000
recency-weighted-15y,rightsThreatRate-high,emergency-base,emergency,reasoned-emergency-review,current-federal-court,base,institutionalDelayCost,additional-diagnostic,0.008389353139316122,0.008190078821439786,0.008600461904561535,0.00010643377355787788,120,2000
recency-weighted-15y,rightsThreatRate-high,screening-base,screening,constitutional-council,current-federal-court,base,directCourtCost,registered-diagnostic,0.13584312500000004,0.13571133791666667,0.13597862125000004,6.904307120213053e-05,120,2000
recency-weighted-15y,rightsThreatRate-high,screening-base,screening,constitutional-council,current-federal-court,base,upstreamScreeningCost,registered-component,0.001935487560025213,0.00186535718021371,0.002001328653818461,3.602521583162206e-05,120,2000
recency-weighted-15y,rightsThreatRate-high,screening-base,screening,constitutional-council,current-federal-court,base,capacityStrainCost,registered-diagnostic,0.06340836254001682,0.06274278652893298,0.06413024321132713,0.00037079469889942285,120,2000
recency-weighted-15y,rightsThreatRate-high,screening-base,screening,constitutional-council,current-federal-court,base,totalInstitutionalCost,registered-diagnostic,0.0828494163189901,0.08270305546362179,0.08300595762500006,7.952508627506364e-05,120,2000
recency-weighted-15y,rightsThreatRate-high,screening-base,screening,constitutional-council,current-federal-court,base,intakeAcceptanceRate,registered-diagnostic,-0.0007476667704835806,-0.0007735759710923544,-0.0007201549670551146,1.4154293349943556e-05,120,2000
recency-weighted-15y,rightsThreatRate-high,screening-base,screening,constitutional-council,current-federal-court,base,councilScreenRate,registered-component,1.0,1.0,1.0,0.0,120,2000
recency-weighted-15y,rightsThreatRate-high,screening-base,screening,constitutional-council,current-federal-court,base,administrativeLoad,additional-diagnostic,0.24679187500000005,0.2458111197916667,0.24787959895833342,0.0005465341094404468,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,legislativeResponseRate,registered-component,0.5315625,0.520625,0.5427083333333333,0.005623273349995312,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,legislativeResponseCredibility,registered-component,0.0886916666666666,0.08699989583333327,0.0903791666666666,0.0008584047181433269,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,timelyLegislativeResponseRate,registered-component,0.03659135463445599,0.031228777820567818,0.04175727873381931,0.0026888138570488923,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,rightsProtection,registered-component,0.005558819338557717,0.003868536135536681,0.007194532903424657,0.0008376828512380472,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,complianceRate,registered-component,0.3909375,0.37583072916666665,0.40562499999999996,0.007949808769479207,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,democraticResponsiveness,registered-component,0.09812237831526763,0.09530977743603267,0.10076863115931073,0.001380100207017697,120,2000
recency-weighted-15y,rightsThreatRate-high,weak-form-base,weak-form,weak-form-review,current-federal-court,base,vetoRelocationRisk,registered-component,-0.3789396012046359,-0.3807331851608901,-0.3771504009031805,0.0009183693962127423,120,2000
